No,Ch1,Ch2,Ch3,Ch4
22300,0.362,0.178,0.104,0.356
22301,0.096,0.152,0.412,0.34
22302,0.136,0.291,0.176,0.397
22303,0.19,0.197,0.185,0.428
22304,0.175,0.259,0.103,0.463
22305,0.119,0.23,0.193,0.458
22306,0.126,0.158,0.37,0.346
22307,0.146,0.342,0.179,0.333
22308,0.152,0.28,0.209,0.359
22309,0.357,0.156,0.158,0.329
22310,0.304,0.155,0.194,0.347
22311,0.169,0.357,0.138,0.336
22312,0.386,0.162,0.136,0.316
22313,0.359,0.171,0.131,0.339
22314,0.294,0.234,0.187,0.285
22315,0.244,0.228,0.176,0.352
22316,0.119,0.373,0.143,0.365
22317,0.144,0.364,0.176,0.316
22318,0.225,0.127,0.329,0.319
22319,0.304,0.22,0.117,0.359
22320,0.125,0.23,0.357,0.288
22321,0.278,0.158,0.175,0.389
22322,0.122,0.152,0.393,0.333
22323,0.129,0.284,0.184,0.403
22324,0.105,0.236,0.372,0.287
22325,0.157,0.283,0.14,0.42
22326,0.327,0.106,0.287,0.28
22327,0.348,0.322,0.17,0.16
22328,0.254,0.178,0.288,0.28
22329,0.238,0.177,0.214,0.371
22330,0.289,0.153,0.254,0.304
22331,0.166,0.322,0.12,0.392
22332,0.228,0.123,0.223,0.426
22333,0.406,0.076,0.338,0.18
22334,0.131,0.109,0.422,0.338
22335,0.332,0.191,0.221,0.256
22336,0.356,0.283,0.137,0.224
22337,0.134,0.215,0.421,0.23
22338,0.135,0.33,0.127,0.408
22339,0.177,0.138,0.435,0.25
22340,0.121,0.32,0.111,0.448
22341,0.2,0.2,0.148,0.452
22342,0.231,0.249,0.282,0.238
22343,0.154,0.46,0.161,0.225
22344,0.131,0.345,0.349,0.175
22345,0.371,0.164,0.19,0.275
22346,0.276,0.21,0.162,0.352
22347,0.139,0.265,0.324,0.272
22348,0.119,0.247,0.413,0.221
22349,0.24,0.282,0.273,0.205
22350,0.274,0.2,0.325,0.201
22351,0.2,0.172,0.381,0.247
22352,0.394,0.158,0.213,0.235
22353,0.146,0.156,0.336,0.362
22354,0.169,0.376,0.181,0.274
22355,0.186,0.255,0.223,0.336
22356,0.135,0.172,0.369,0.324
22357,0.175,0.373,0.174,0.278
22358,0.403,0.157,0.175,0.265
22359,0.271,0.285,0.282,0.162
22360,0.164,0.375,0.134,0.327
22361,0.222,0.221,0.173,0.384
22362,0.177,0.218,0.292,0.313
22363,0.156,0.189,0.255,0.4
22364,0.179,0.266,0.318,0.237
22365,0.145,0.274,0.365,0.216
22366,0.444,0.219,0.217,0.12
22367,0.482,0.128,0.146,0.244
22368,0.236,0.463,0.124,0.177
22369,0.142,0.558,0.146,0.154
22370,0.22,0.393,0.154,0.233
22371,0.436,0.156,0.133,0.275
22372,0.279,0.422,0.094,0.205
22373,0.351,0.115,0.208,0.326
22374,0.194,0.528,0.107,0.171
22375,0.08,0.584,0.122,0.214
22376,0.394,0.169,0.131,0.306
22377,0.237,0.381,0.138,0.244
22378,0.111,0.1,0.593,0.196
22379,0.348,0.37,0.099,0.183
22380,0.094,0.192,0.412,0.302
22381,0.104,0.479,0.115,0.302
22382,0.086,0.49,0.137,0.287
22383,0.297,0.196,0.185,0.322
22384,0.277,0.431,0.106,0.186
22385,0.252,0.132,0.363,0.253
22386,0.165,0.289,0.432,0.114
22387,0.148,0.197,0.215,0.44
22388,0.416,0.225,0.107,0.252
22389,0.149,0.188,0.428,0.235
22390,0.138,0.317,0.118,0.427
22391,0.371,0.178,0.131,0.32
22392,0.226,0.246,0.195,0.333
22393,0.108,0.194,0.427,0.271
22394,0.101,0.238,0.295,0.366
22395,0.313,0.29,0.098,0.299
22396,0.113,0.116,0.319,0.452
22397,0.336,0.217,0.144,0.303
22398,0.212,0.192,0.341,0.255
22399,0.114,0.191,0.506,0.189
22400,0.077,0.197,0.524,0.202
22401,0.477,0.069,0.161,0.293
22402,0.181,0.352,0.219,0.248
22403,0.276,0.169,0.204,0.351
22404,0.342,0.124,0.332,0.202
22405,0.114,0.364,0.174,0.348
22406,0.122,0.43,0.13,0.318
22407,0.157,0.159,0.319,0.365
22408,0.103,0.161,0.508,0.228
22409,0.363,0.175,0.242,0.22
22410,0.169,0.436,0.242,0.153
22411,0.141,0.295,0.286,0.278
22412,0.17,0.182,0.495,0.153
22413,0.146,0.162,0.259,0.433
22414,0.155,0.482,0.132,0.231
22415,0.09,0.168,0.535,0.207
22416,0.101,0.149,0.519,0.231
22417,0.276,0.125,0.266,0.333
22418,0.101,0.351,0.281,0.267
22419,0.148,0.294,0.143,0.415
22420,0.124,0.383,0.172,0.321
22421,0.306,0.132,0.373,0.189
22422,0.159,0.292,0.178,0.371
22423,0.128,0.174,0.475,0.223
22424,0.419,0.195,0.127,0.259
22425,0.162,0.288,0.154,0.396
22426,0.273,0.21,0.165,0.352
22427,0.267,0.25,0.14,0.343
22428,0.129,0.244,0.169,0.458
22429,0.533,0.134,0.121,0.212
22430,0.131,0.159,0.403,0.307
22431,0.225,0.188,0.177,0.41
22432,0.248,0.409,0.132,0.211
22433,0.117,0.137,0.186,0.56
22434,0.28,0.183,0.141,0.396
22435,0.117,0.193,0.402,0.288
22436,0.105,0.493,0.133,0.269
22437,0.161,0.165,0.179,0.495
22438,0.166,0.166,0.169,0.499
22439,0.108,0.168,0.46,0.264
22440,0.151,0.392,0.195,0.262
22441,0.297,0.154,0.396,0.153
22442,0.16,0.235,0.395,0.21
22443,0.12,0.426,0.159,0.295
22444,0.198,0.193,0.368,0.241
22445,0.133,0.401,0.193,0.273
22446,0.132,0.24,0.451,0.177
22447,0.225,0.342,0.128,0.305
22448,0.112,0.224,0.489,0.175
22449,0.187,0.353,0.154,0.306
22450,0.154,0.273,0.192,0.381
22451,0.131,0.402,0.222,0.245
22452,0.131,0.32,0.17,0.379
22453,0.178,0.195,0.215,0.412
22454,0.193,0.403,0.175,0.229
22455,0.28,0.205,0.154,0.361
22456,0.215,0.208,0.183,0.394
22457,0.136,0.367,0.288,0.209
22458,0.127,0.365,0.235,0.273
22459,0.269,0.347,0.233,0.151
22460,0.21,0.173,0.371,0.246
22461,0.245,0.154,0.349,0.252
22462,0.306,0.285,0.155,0.254
22463,0.1,0.36,0.17,0.37
22464,0.184,0.182,0.272,0.362
22465,0.39,0.325,0.115,0.17
22466,0.164,0.347,0.171,0.318
22467,0.266,0.367,0.176,0.191
22468,0.273,0.186,0.259,0.282
22469,0.3,0.292,0.203,0.205
22470,0.353,0.296,0.122,0.229
22471,0.403,0.297,0.112,0.188
22472,0.122,0.304,0.328,0.246
22473,0.377,0.275,0.162,0.186
22474,0.419,0.127,0.263,0.191
22475,0.264,0.419,0.119,0.198
22476,0.254,0.157,0.308,0.281
22477,0.137,0.25,0.342,0.271
22478,0.151,0.113,0.312,0.424
22479,0.195,0.146,0.124,0.535
22480,0.095,0.236,0.211,0.458
22481,0.119,0.235,0.115,0.531
22482,0.159,0.185,0.125,0.531
22483,0.126,0.192,0.131,0.551
22484,0.167,0.223,0.087,0.523
22485,0.091,0.244,0.146,0.519
22486,0.114,0.175,0.313,0.398
22487,0.124,0.106,0.241,0.529
22488,0.094,0.108,0.377,0.421
22489,0.214,0.101,0.23,0.455
22490,0.099,0.351,0.107,0.443
22491,0.09,0.339,0.095,0.476
22492,0.116,0.217,0.228,0.439
22493,0.12,0.27,0.303,0.307
22494,0.157,0.111,0.242,0.49
22495,0.092,0.205,0.212,0.491
22496,0.202,0.118,0.147,0.533
22497,0.146,0.464,0.214,0.176
22498,0.148,0.194,0.257,0.401
22499,0.297,0.152,0.132,0.419
22500,0.469,0.146,0.137,0.248
22501,0.32,0.134,0.164,0.382
22502,0.206,0.164,0.172,0.458
22503,0.244,0.161,0.144,0.451
22504,0.141,0.295,0.116,0.448
22505,0.257,0.133,0.187,0.423
22506,0.285,0.184,0.21,0.321
22507,0.099,0.351,0.126,0.424
22508,0.107,0.525,0.116,0.252
22509,0.406,0.144,0.117,0.333
22510,0.107,0.547,0.11,0.236
22511,0.155,0.14,0.417,0.288
22512,0.206,0.123,0.221,0.45
22513,0.174,0.13,0.16,0.536
22514,0.121,0.485,0.127,0.267
22515,0.112,0.112,0.3,0.476
22516,0.111,0.305,0.206,0.378
22517,0.231,0.12,0.228,0.421
22518,0.19,0.174,0.197,0.439
22519,0.159,0.275,0.116,0.45
22520,0.279,0.223,0.111,0.387
22521,0.109,0.286,0.223,0.382
22522,0.108,0.124,0.401,0.367
22523,0.097,0.403,0.145,0.355
22524,0.13,0.137,0.275,0.458
22525,0.223,0.134,0.35,0.293
22526,0.343,0.234,0.079,0.344
22527,0.109,0.294,0.184,0.413
22528,0.101,0.128,0.377,0.394
22529,0.146,0.33,0.17,0.354
22530,0.151,0.123,0.206,0.52
22531,0.094,0.09,0.43,0.386
22532,0.157,0.169,0.147,0.527
22533,0.103,0.294,0.155,0.448
22534,0.214,0.215,0.12,0.451
22535,0.118,0.253,0.256,0.373
22536,0.102,0.378,0.253,0.267
22537,0.107,0.381,0.338,0.174
22538,0.129,0.281,0.154,0.436
22539,0.116,0.245,0.439,0.2
22540,0.192,0.153,0.157,0.498
22541,0.123,0.187,0.258,0.432
22542,0.118,0.166,0.425,0.291
22543,0.291,0.153,0.12,0.436
22544,0.088,0.102,0.498,0.312
22545,0.107,0.466,0.155,0.272
22546,0.386,0.339,0.135,0.14
22547,0.464,0.164,0.186,0.186
22548,0.139,0.125,0.491,0.245
22549,0.381,0.121,0.174,0.324
22550,0.095,0.245,0.443,0.217
22551,0.11,0.242,0.364,0.284
22552,0.174,0.171,0.153,0.502
22553,0.203,0.436,0.096,0.265
22554,0.114,0.091,0.535,0.26
22555,0.083,0.237,0.426,0.254
22556,0.205,0.649,0.08,0.066
22557,0.083,0.196,0.102,0.619
22558,0.212,0.102,0.593,0.093
22559,0.104,0.379,0.213,0.304
22560,0.072,0.145,0.232,0.551
22561,0.075,0.34,0.497,0.088
22562,0.392,0.244,0.262,0.102
22563,0.33,0.079,0.18,0.411
22564,0.278,0.05,0.227,0.445
22565,0.063,0.142,0.488,0.307
22566,0.369,0.352,0.169,0.11
22567,0.085,0.106,0.52,0.289
22568,0.181,0.132,0.097,0.59
22569,0.439,0.052,0.365,0.144
22570,0.109,0.232,0.381,0.278
22571,0.418,0.281,0.06,0.241
22572,0.092,0.531,0.064,0.313
22573,0.37,0.166,0.118,0.346
22574,0.15,0.116,0.294,0.44
22575,0.07,0.274,0.341,0.315
22576,0.195,0.397,0.09,0.318
22577,0.417,0.218,0.163,0.202
22578,0.076,0.272,0.519,0.133
22579,0.115,0.197,0.17,0.518
22580,0.399,0.162,0.249,0.19
22581,0.088,0.17,0.309,0.433
22582,0.362,0.106,0.4,0.132
22583,0.175,0.154,0.361,0.31
22584,0.069,0.273,0.287,0.371
22585,0.207,0.363,0.155,0.275
22586,0.072,0.585,0.109,0.234
22587,0.214,0.118,0.114,0.554
22588,0.188,0.113,0.218,0.481
22589,0.35,0.372,0.152,0.126
22590,0.107,0.102,0.311,0.48
22591,0.328,0.072,0.479,0.121
22592,0.225,0.343,0.219,0.213
22593,0.246,0.212,0.194,0.348
22594,0.132,0.199,0.406,0.263
22595,0.145,0.205,0.253,0.397
22596,0.323,0.245,0.209,0.223
22597,0.107,0.22,0.352,0.321
22598,0.124,0.398,0.137,0.341
22599,0.175,0.194,0.153,0.478
22600,0.145,0.2,0.188,0.467
22601,0.211,0.159,0.16,0.47
22602,0.36,0.181,0.109,0.35
22603,0.275,0.182,0.187,0.356
22604,0.12,0.263,0.263,0.354
22605,0.335,0.187,0.135,0.343
22606,0.191,0.157,0.347,0.305
22607,0.134,0.156,0.298,0.412
22608,0.127,0.409,0.125,0.339
22609,0.158,0.24,0.159,0.443
22610,0.115,0.39,0.165,0.33
22611,0.101,0.167,0.453,0.279
22612,0.131,0.18,0.262,0.427
22613,0.403,0.202,0.153,0.242
22614,0.384,0.176,0.168,0.272
22615,0.206,0.411,0.171,0.212
22616,0.509,0.118,0.172,0.201
22617,0.217,0.147,0.391,0.245
22618,0.365,0.123,0.241,0.271
22619,0.103,0.282,0.144,0.471
22620,0.091,0.411,0.25,0.248
22621,0.235,0.137,0.315,0.313
22622,0.2,0.265,0.158,0.377
22623,0.128,0.361,0.12,0.391
22624,0.142,0.376,0.13,0.352
22625,0.294,0.177,0.163,0.366
22626,0.329,0.138,0.2,0.333
22627,0.2,0.135,0.246,0.419
22628,0.118,0.202,0.476,0.204
22629,0.1,0.263,0.202,0.435
22630,0.285,0.284,0.238,0.193
22631,0.279,0.358,0.123,0.24
22632,0.241,0.322,0.168,0.269
22633,0.173,0.211,0.291,0.325
22634,0.182,0.366,0.196,0.256
22635,0.168,0.392,0.142,0.298
22636,0.161,0.395,0.22,0.224
22637,0.413,0.197,0.145,0.245
22638,0.211,0.229,0.177,0.383
22639,0.206,0.263,0.172,0.359
22640,0.151,0.203,0.382,0.264
22641,0.139,0.395,0.251,0.215
22642,0.149,0.305,0.177,0.369
22643,0.217,0.164,0.219,0.4
22644,0.117,0.266,0.448,0.169
22645,0.218,0.181,0.24,0.361
22646,0.182,0.202,0.223,0.393
22647,0.392,0.236,0.156,0.216
22648,0.4,0.265,0.131,0.204
22649,0.132,0.376,0.188,0.304
22650,0.121,0.336,0.179,0.364
22651,0.13,0.153,0.38,0.337
22652,0.156,0.175,0.195,0.474
22653,0.102,0.245,0.388,0.265
22654,0.143,0.164,0.209,0.484
22655,0.124,0.432,0.158,0.286
22656,0.28,0.188,0.308,0.224
22657,0.325,0.182,0.167,0.326
22658,0.136,0.162,0.192,0.51
22659,0.139,0.147,0.454,0.26
22660,0.436,0.188,0.119,0.257
22661,0.251,0.154,0.33,0.265
22662,0.106,0.193,0.487,0.214
22663,0.126,0.465,0.148,0.261
22664,0.093,0.457,0.135,0.315
22665,0.374,0.164,0.245,0.217
22666,0.295,0.222,0.138,0.345
22667,0.099,0.23,0.429,0.242
22668,0.144,0.266,0.176,0.414
22669,0.158,0.138,0.265,0.439
22670,0.133,0.379,0.165,0.323
22671,0.141,0.142,0.392,0.325
22672,0.228,0.156,0.207,0.409
22673,0.232,0.166,0.164,0.438
22674,0.125,0.126,0.471,0.278
22675,0.109,0.203,0.218,0.47
22676,0.143,0.435,0.14,0.282
22677,0.297,0.134,0.168,0.401
22678,0.148,0.157,0.268,0.427
22679,0.198,0.318,0.11,0.374
22680,0.121,0.222,0.297,0.36
22681,0.152,0.344,0.139,0.365
22682,0.294,0.368,0.067,0.271
22683,0.095,0.097,0.502,0.306
22684,0.143,0.459,0.153,0.245
22685,0.176,0.142,0.269,0.413
22686,0.49,0.094,0.116,0.3
22687,0.103,0.397,0.166,0.334
22688,0.516,0.26,0.128,0.096
22689,0.193,0.356,0.233,0.218
22690,0.074,0.298,0.416,0.212
22691,0.114,0.373,0.318,0.195
22692,0.123,0.367,0.159,0.351
22693,0.16,0.437,0.107,0.296
22694,0.502,0.09,0.192,0.216
22695,0.239,0.135,0.302,0.324
22696,0.122,0.417,0.103,0.358
22697,0.111,0.455,0.128,0.306
22698,0.255,0.326,0.088,0.331
22699,0.518,0.132,0.148,0.202
22700,0.333,0.15,0.118,0.399
22701,0.121,0.314,0.102,0.463
22702,0.176,0.126,0.424,0.274
22703,0.319,0.104,0.415,0.162
22704,0.121,0.374,0.09,0.415
22705,0.058,0.304,0.192,0.446
22706,0.263,0.1,0.266,0.371
22707,0.093,0.417,0.222,0.268
22708,0.094,0.253,0.329,0.324
22709,0.118,0.54,0.09,0.252
22710,0.145,0.288,0.122,0.445
22711,0.535,0.134,0.116,0.215
22712,0.176,0.242,0.119,0.463
22713,0.188,0.138,0.183,0.491
22714,0.102,0.129,0.479,0.29
22715,0.224,0.259,0.116,0.401
22716,0.159,0.139,0.186,0.516
22717,0.14,0.121,0.23,0.509
22718,0.254,0.108,0.142,0.496
22719,0.489,0.106,0.108,0.297
22720,0.071,0.265,0.223,0.441
22721,0.465,0.173,0.08,0.282
22722,0.16,0.133,0.203,0.504
22723,0.084,0.363,0.084,0.469
22724,0.176,0.097,0.485,0.242
22725,0.161,0.353,0.188,0.298
22726,0.118,0.397,0.129,0.356
22727,0.137,0.257,0.354,0.252
22728,0.11,0.34,0.234,0.316
22729,0.239,0.316,0.202,0.243
22730,0.14,0.291,0.188,0.381
22731,0.115,0.275,0.197,0.413
22732,0.244,0.289,0.156,0.311
22733,0.164,0.307,0.18,0.349
22734,0.114,0.422,0.136,0.328
22735,0.09,0.392,0.341,0.177
22736,0.099,0.195,0.411,0.295
22737,0.307,0.259,0.098,0.336
22738,0.316,0.157,0.226,0.301
22739,0.252,0.291,0.14,0.317
22740,0.105,0.47,0.167,0.258
22741,0.471,0.154,0.178,0.197
22742,0.151,0.259,0.399,0.191
22743,0.149,0.403,0.111,0.337
22744,0.209,0.429,0.171,0.191
22745,0.359,0.184,0.181,0.276
22746,0.17,0.308,0.302,0.22
22747,0.473,0.166,0.123,0.238
22748,0.346,0.138,0.359,0.157
22749,0.122,0.24,0.432,0.206
22750,0.244,0.211,0.388,0.157
22751,0.163,0.252,0.423,0.162
22752,0.351,0.152,0.278,0.219
22753,0.317,0.324,0.171,0.188
22754,0.3,0.333,0.227,0.14
22755,0.127,0.186,0.341,0.346
22756,0.251,0.206,0.243,0.3
22757,0.249,0.174,0.218,0.359
22758,0.104,0.315,0.39,0.191
22759,0.332,0.273,0.119,0.276
22760,0.138,0.179,0.404,0.279
22761,0.121,0.388,0.159,0.332
22762,0.118,0.316,0.371,0.195
22763,0.14,0.429,0.222,0.209
22764,0.165,0.445,0.115,0.275
22765,0.319,0.261,0.138,0.282
22766,0.323,0.266,0.25,0.161
22767,0.174,0.14,0.387,0.299
22768,0.107,0.164,0.4,0.329
22769,0.117,0.58,0.103,0.2
22770,0.499,0.117,0.111,0.273
22771,0.222,0.117,0.465,0.196
22772,0.44,0.132,0.173,0.255
22773,0.146,0.451,0.115,0.288
22774,0.113,0.323,0.306,0.258
22775,0.119,0.461,0.231,0.189
22776,0.199,0.289,0.119,0.393
22777,0.111,0.344,0.337,0.208
22778,0.106,0.125,0.44,0.329
22779,0.211,0.271,0.243,0.275
22780,0.191,0.458,0.163,0.188
22781,0.122,0.16,0.427,0.291
22782,0.104,0.095,0.439,0.362
22783,0.09,0.131,0.431,0.348
22784,0.08,0.422,0.109,0.389
22785,0.272,0.286,0.171,0.271
22786,0.148,0.095,0.324,0.433
22787,0.34,0.112,0.135,0.413
22788,0.494,0.111,0.127,0.268
22789,0.426,0.088,0.116,0.37
22790,0.062,0.358,0.393,0.187
22791,0.098,0.292,0.104,0.506
22792,0.083,0.085,0.613,0.219
22793,0.63,0.084,0.076,0.21
22794,0.093,0.223,0.377,0.307
22795,0.118,0.401,0.081,0.4
22796,0.447,0.076,0.11,0.367
22797,0.08,0.086,0.538,0.296
22798,0.096,0.125,0.279,0.5
22799,0.497,0.096,0.107,0.3
22800,0.314,0.113,0.229,0.344
22801,0.17,0.259,0.215,0.356
22802,0.117,0.308,0.21,0.365
22803,0.505,0.209,0.103,0.183
22804,0.274,0.136,0.253,0.337
22805,0.209,0.248,0.155,0.388
22806,0.142,0.378,0.108,0.372
22807,0.292,0.123,0.302,0.283
22808,0.152,0.365,0.175,0.308
22809,0.153,0.164,0.442,0.241
22810,0.133,0.417,0.197,0.253
22811,0.188,0.158,0.306,0.348
22812,0.166,0.349,0.187,0.298
22813,0.398,0.122,0.193,0.287
22814,0.147,0.445,0.101,0.307
22815,0.149,0.431,0.188,0.232
22816,0.156,0.199,0.152,0.493
22817,0.379,0.16,0.113,0.348
22818,0.139,0.402,0.249,0.21
22819,0.165,0.124,0.389,0.322
22820,0.149,0.231,0.391,0.229
22821,0.136,0.192,0.342,0.33
22822,0.215,0.14,0.402,0.243
22823,0.115,0.326,0.135,0.424
22824,0.096,0.394,0.168,0.342
22825,0.234,0.093,0.501,0.172
22826,0.148,0.147,0.236,0.469
22827,0.458,0.114,0.171,0.257
22828,0.12,0.223,0.488,0.169
22829,0.111,0.341,0.244,0.304
22830,0.121,0.126,0.545,0.208
22831,0.113,0.474,0.115,0.298
22832,0.112,0.106,0.516,0.266
22833,0.236,0.466,0.089,0.209
22834,0.151,0.133,0.242,0.474
22835,0.209,0.165,0.124,0.502
22836,0.132,0.386,0.136,0.346
22837,0.124,0.294,0.162,0.42
22838,0.229,0.176,0.13,0.465
22839,0.176,0.216,0.346,0.262
22840,0.301,0.123,0.162,0.414
22841,0.258,0.192,0.164,0.386
22842,0.4,0.164,0.166,0.27
22843,0.209,0.131,0.348,0.312
22844,0.27,0.138,0.424,0.168
22845,0.292,0.179,0.349,0.18
22846,0.127,0.396,0.223,0.254
22847,0.429,0.248,0.094,0.229
22848,0.208,0.241,0.12,0.431
22849,0.294,0.108,0.407,0.191
22850,0.344,0.131,0.287,0.238
22851,0.131,0.317,0.24,0.312
22852,0.267,0.252,0.174,0.307
22853,0.322,0.139,0.338,0.201
22854,0.15,0.275,0.134,0.441
22855,0.392,0.203,0.142,0.263
22856,0.108,0.176,0.399,0.317
22857,0.165,0.169,0.28,0.386
22858,0.171,0.217,0.406,0.206
22859,0.19,0.508,0.108,0.194
22860,0.156,0.274,0.241,0.329
22861,0.164,0.201,0.314,0.321
22862,0.122,0.329,0.15,0.399
22863,0.174,0.455,0.103,0.268
22864,0.107,0.36,0.151,0.382
22865,0.344,0.232,0.137,0.287
22866,0.138,0.115,0.436,0.311
22867,0.116,0.12,0.491,0.273
22868,0.122,0.243,0.236,0.399
22869,0.255,0.144,0.256,0.345
22870,0.315,0.162,0.206,0.317
22871,0.117,0.513,0.107,0.263
22872,0.113,0.485,0.102,0.3
22873,0.178,0.23,0.198,0.394
22874,0.136,0.335,0.104,0.425
22875,0.116,0.425,0.187,0.272
22876,0.133,0.485,0.148,0.234
22877,0.23,0.209,0.22,0.341
22878,0.182,0.158,0.367,0.293
22879,0.211,0.173,0.364,0.252
22880,0.241,0.21,0.34,0.209
22881,0.273,0.177,0.276,0.274
22882,0.157,0.448,0.113,0.282
22883,0.179,0.147,0.321,0.353
22884,0.15,0.222,0.292,0.336
22885,0.3,0.171,0.124,0.405
22886,0.194,0.173,0.154,0.479
22887,0.131,0.412,0.133,0.324
22888,0.359,0.231,0.149,0.261
22889,0.128,0.146,0.431,0.295
22890,0.266,0.384,0.131,0.219
22891,0.199,0.309,0.215,0.277
22892,0.24,0.13,0.376,0.254
22893,0.348,0.171,0.235,0.246
22894,0.148,0.209,0.179,0.464
22895,0.272,0.266,0.176,0.286
22896,0.35,0.478,0.065,0.107
22897,0.101,0.237,0.413,0.249
22898,0.291,0.242,0.247,0.22
22899,0.475,0.188,0.099,0.238
22900,0.302,0.297,0.108,0.293
22901,0.246,0.35,0.167,0.237
22902,0.113,0.413,0.166,0.308
22903,0.145,0.214,0.485,0.156
22904,0.557,0.135,0.11,0.198
22905,0.348,0.304,0.118,0.23
22906,0.493,0.242,0.081,0.184
22907,0.134,0.179,0.442,0.245
22908,0.318,0.266,0.248,0.168
22909,0.192,0.52,0.082,0.206
22910,0.288,0.241,0.152,0.319
22911,0.221,0.294,0.161,0.324
22912,0.177,0.449,0.248,0.126
22913,0.283,0.294,0.27,0.153
22914,0.134,0.251,0.291,0.324
22915,0.39,0.182,0.2,0.228
22916,0.197,0.293,0.139,0.371
22917,0.334,0.188,0.186,0.292
22918,0.357,0.175,0.154,0.314
22919,0.198,0.457,0.127,0.218
22920,0.153,0.154,0.441,0.252
22921,0.331,0.177,0.179,0.313
22922,0.153,0.308,0.143,0.396
22923,0.093,0.282,0.183,0.442
22924,0.451,0.14,0.157,0.252
22925,0.267,0.237,0.149,0.347
22926,0.29,0.101,0.294,0.315
22927,0.111,0.149,0.21,0.53
22928,0.315,0.244,0.163,0.278
22929,0.128,0.352,0.329,0.191
22930,0.121,0.273,0.313,0.293
22931,0.279,0.207,0.293,0.221
22932,0.165,0.141,0.139,0.555
22933,0.26,0.15,0.2,0.39
22934,0.272,0.167,0.215,0.346
22935,0.175,0.412,0.177,0.236
22936,0.424,0.136,0.185,0.255
22937,0.343,0.191,0.187,0.279
22938,0.463,0.195,0.127,0.215
22939,0.229,0.232,0.159,0.38
22940,0.223,0.15,0.321,0.306
22941,0.159,0.157,0.392,0.292
22942,0.121,0.311,0.336,0.232
22943,0.155,0.231,0.174,0.44
22944,0.126,0.288,0.162,0.424
22945,0.203,0.209,0.172,0.416
22946,0.151,0.214,0.302,0.333
22947,0.264,0.374,0.142,0.22
22948,0.221,0.17,0.186,0.423
22949,0.119,0.362,0.21,0.309
22950,0.182,0.194,0.198,0.426
22951,0.143,0.425,0.152,0.28
22952,0.204,0.268,0.154,0.374
22953,0.482,0.133,0.134,0.251
22954,0.124,0.136,0.404,0.336
22955,0.195,0.437,0.125,0.243
22956,0.169,0.381,0.141,0.309
22957,0.15,0.141,0.422,0.287
22958,0.494,0.129,0.124,0.253
22959,0.096,0.145,0.463,0.296
22960,0.278,0.429,0.168,0.125
22961,0.097,0.158,0.466,0.279
22962,0.118,0.106,0.579,0.197
22963,0.14,0.375,0.134,0.351
22964,0.117,0.128,0.463,0.292
22965,0.179,0.389,0.1,0.332
22966,0.111,0.111,0.571,0.207
22967,0.08,0.481,0.291,0.148
22968,0.118,0.383,0.284,0.215
22969,0.145,0.273,0.372,0.21
22970,0.252,0.15,0.386,0.212
22971,0.13,0.174,0.479,0.217
22972,0.216,0.472,0.105,0.207
22973,0.116,0.237,0.134,0.513
22974,0.116,0.168,0.411,0.305
22975,0.251,0.152,0.392,0.205
22976,0.097,0.168,0.277,0.458
22977,0.113,0.218,0.423,0.246
22978,0.097,0.155,0.364,0.384
22979,0.108,0.176,0.272,0.444
22980,0.274,0.423,0.106,0.197
22981,0.212,0.315,0.13,0.343
22982,0.153,0.142,0.167,0.538
22983,0.232,0.429,0.125,0.214
22984,0.116,0.277,0.195,0.412
22985,0.235,0.129,0.131,0.505
22986,0.345,0.193,0.121,0.341
22987,0.104,0.146,0.4,0.35
22988,0.124,0.131,0.516,0.229
22989,0.411,0.134,0.155,0.3
22990,0.149,0.197,0.119,0.535
22991,0.5,0.127,0.108,0.265
22992,0.262,0.474,0.1,0.164
22993,0.247,0.131,0.414,0.208
22994,0.477,0.262,0.094,0.167
22995,0.131,0.284,0.242,0.343
22996,0.501,0.142,0.121,0.236
22997,0.198,0.299,0.222,0.281
22998,0.187,0.148,0.147,0.518
22999,0.521,0.102,0.117,0.26
23000,0.089,0.11,0.529,0.272
23001,0.192,0.467,0.109,0.232
23002,0.105,0.153,0.248,0.494
23003,0.489,0.094,0.158,0.259
23004,0.138,0.23,0.319,0.313
23005,0.202,0.403,0.202,0.193
23006,0.086,0.115,0.519,0.28
23007,0.061,0.302,0.465,0.172
23008,0.105,0.47,0.113,0.312
23009,0.117,0.11,0.342,0.431
23010,0.372,0.161,0.144,0.323
23011,0.26,0.178,0.222,0.34
23012,0.23,0.146,0.285,0.339
23013,0.241,0.168,0.2,0.391
23014,0.136,0.282,0.214,0.368
23015,0.152,0.172,0.348,0.328
23016,0.199,0.172,0.364,0.265
23017,0.172,0.252,0.222,0.354
23018,0.345,0.147,0.196,0.312
23019,0.114,0.19,0.431,0.265
23020,0.199,0.183,0.164,0.454
23021,0.207,0.246,0.147,0.4
23022,0.156,0.191,0.159,0.494
23023,0.325,0.145,0.139,0.391
23024,0.196,0.299,0.142,0.363
23025,0.143,0.223,0.216,0.418
23026,0.434,0.127,0.116,0.323
23027,0.171,0.251,0.141,0.437
23028,0.124,0.369,0.161,0.346
23029,0.153,0.152,0.362,0.333
23030,0.369,0.24,0.118,0.273
23031,0.137,0.209,0.216,0.438
23032,0.178,0.284,0.315,0.223
23033,0.347,0.182,0.141,0.33
23034,0.139,0.238,0.152,0.471
