No,Ch1,Ch2,Ch3,Ch4,Result,ANS,Accuracy
19052,0.375,0.146,0.248,0.231,Ch1,Ch3,0
19053,0.322,0.125,0.191,0.362,Ch4,Ch4,1
19054,0.243,0.163,0.148,0.446,Ch4,Ch4,1
19055,0.377,0.26,0.125,0.238,Ch1,Ch1,1
19056,0.263,0.389,0.142,0.206,Ch2,Ch2,1
19057,0.13,0.135,0.235,0.5,Ch4,Ch3,0
19058,0.234,0.116,0.326,0.324,Ch3,Ch3,1
19059,0.381,0.19,0.064,0.365,Ch1,Ch3,0
19060,0.341,0.396,0.073,0.19,Ch2,Ch3,0
19061,0.22,0.094,0.299,0.387,Ch4,Ch3,0
19062,0.1,0.244,0.487,0.169,Ch3,Ch2,0
19063,0.238,0.096,0.224,0.442,Ch4,Ch2,0
19064,0.127,0.317,0.101,0.455,Ch4,Ch3,0
19065,0.374,0.175,0.077,0.374,Ch1,Ch2,0
19066,0.378,0.205,0.076,0.341,Ch1,Ch3,0
19067,0.167,0.094,0.173,0.566,Ch4,Ch2,0
19068,0.098,0.247,0.354,0.301,Ch3,Ch2,0
19069,0.072,0.518,0.122,0.288,Ch2,Ch1,0
19070,0.069,0.188,0.373,0.37,Ch3,Ch2,0
19071,0.239,0.48,0.099,0.182,Ch2,Ch3,0
19072,0.209,0.1,0.111,0.58,Ch4,Ch2,0
19073,0.275,0.317,0.069,0.339,Ch4,Ch3,0
19074,0.07,0.498,0.073,0.359,Ch2,Ch4,0
19075,0.075,0.221,0.09,0.614,Ch4,Ch1,0
19076,0.131,0.078,0.453,0.338,Ch3,Ch2,0
19077,0.101,0.327,0.315,0.257,Ch2,Ch3,0
19078,0.142,0.204,0.241,0.413,Ch4,Ch4,1
19079,0.105,0.191,0.394,0.31,Ch3,Ch3,1
19080,0.111,0.267,0.41,0.212,Ch3,Ch3,1
19081,0.307,0.222,0.109,0.362,Ch4,Ch3,0
19082,0.109,0.235,0.403,0.253,Ch3,Ch3,1
19083,0.128,0.29,0.144,0.438,Ch4,Ch2,0
19084,0.313,0.112,0.122,0.453,Ch4,Ch4,1
19085,0.497,0.095,0.129,0.279,Ch1,Ch1,1
19086,0.142,0.182,0.18,0.496,Ch4,Ch4,1
19087,0.404,0.12,0.223,0.253,Ch1,Ch1,1
19088,0.242,0.236,0.14,0.382,Ch4,Ch2,0
19089,0.246,0.136,0.211,0.407,Ch4,Ch1,0
19090,0.492,0.192,0.13,0.186,Ch1,Ch1,1
19091,0.106,0.116,0.503,0.275,Ch3,Ch3,1
19092,0.418,0.16,0.254,0.168,Ch1,Ch1,1
19093,0.087,0.474,0.162,0.277,Ch2,Ch2,1
19094,0.292,0.291,0.113,0.304,Ch4,Ch2,0
19095,0.202,0.131,0.425,0.242,Ch3,Ch3,1
19096,0.498,0.109,0.203,0.19,Ch1,Ch1,1
19097,0.087,0.57,0.084,0.259,Ch2,Ch3,0
19098,0.124,0.13,0.565,0.181,Ch3,Ch4,0
19099,0.142,0.344,0.123,0.391,Ch4,Ch4,1
19100,0.085,0.533,0.13,0.252,Ch2,Ch3,0
19101,0.253,0.105,0.139,0.503,Ch4,Ch1,0
19102,0.288,0.325,0.086,0.301,Ch2,Ch4,0
19103,0.27,0.193,0.328,0.209,Ch3,Ch3,1
19104,0.095,0.1,0.494,0.311,Ch3,Ch3,1
19105,0.238,0.272,0.119,0.371,Ch4,Ch4,1
19106,0.135,0.145,0.321,0.399,Ch4,Ch3,0
19107,0.094,0.128,0.431,0.347,Ch3,Ch4,0
19108,0.138,0.568,0.081,0.213,Ch2,Ch4,0
19109,0.104,0.443,0.117,0.336,Ch2,Ch3,0
19110,0.165,0.375,0.089,0.371,Ch2,Ch4,0
19111,0.578,0.089,0.088,0.245,Ch1,Ch1,1
19112,0.078,0.283,0.404,0.235,Ch3,Ch4,0
19113,0.514,0.086,0.131,0.269,Ch1,Ch4,0
19114,0.135,0.57,0.069,0.226,Ch2,Ch1,0
19115,0.175,0.126,0.255,0.444,Ch4,Ch4,1
19116,0.104,0.138,0.38,0.378,Ch3,Ch4,0
19117,0.509,0.191,0.106,0.194,Ch1,Ch4,0
19118,0.203,0.141,0.147,0.509,Ch4,Ch4,1
19119,0.151,0.161,0.163,0.525,Ch4,Ch4,1
19120,0.13,0.093,0.281,0.496,Ch4,Ch4,1
19121,0.168,0.363,0.121,0.348,Ch2,Ch4,0
19122,0.192,0.208,0.146,0.454,Ch4,Ch4,1
19123,0.122,0.159,0.245,0.474,Ch4,Ch4,1
19124,0.277,0.113,0.169,0.441,Ch4,Ch4,1
19125,0.092,0.421,0.198,0.289,Ch2,Ch4,0
19126,0.221,0.249,0.192,0.338,Ch4,Ch4,1
19127,0.484,0.119,0.125,0.272,Ch1,Ch4,0
19128,0.102,0.099,0.56,0.239,Ch3,Ch4,0
19129,0.126,0.137,0.167,0.57,Ch4,Ch4,1
19130,0.116,0.275,0.129,0.48,Ch4,Ch4,1
19131,0.159,0.125,0.333,0.383,Ch4,Ch4,1
19132,0.095,0.359,0.107,0.439,Ch4,Ch4,1
19133,0.118,0.472,0.135,0.275,Ch2,Ch4,0
19134,0.17,0.188,0.333,0.309,Ch3,Ch1,0
19135,0.149,0.499,0.118,0.234,Ch2,Ch1,0
19136,0.283,0.336,0.152,0.229,Ch2,Ch1,0
19137,0.31,0.161,0.266,0.263,Ch1,Ch1,1
19138,0.181,0.199,0.431,0.189,Ch3,Ch1,0
19139,0.235,0.167,0.281,0.317,Ch4,Ch4,1
19140,0.447,0.116,0.119,0.318,Ch1,Ch1,1
19141,0.254,0.317,0.132,0.297,Ch2,Ch2,1
19142,0.32,0.206,0.25,0.224,Ch1,Ch1,1
19143,0.128,0.382,0.243,0.247,Ch2,Ch3,0
19144,0.46,0.103,0.148,0.289,Ch1,Ch1,1
19145,0.209,0.331,0.203,0.257,Ch2,Ch2,1
19146,0.111,0.412,0.252,0.225,Ch2,Ch3,0
19147,0.38,0.155,0.148,0.317,Ch1,Ch4,0
19148,0.441,0.106,0.136,0.317,Ch1,Ch1,1
19149,0.435,0.17,0.109,0.286,Ch1,Ch1,1
19150,0.143,0.19,0.261,0.406,Ch4,Ch4,1
19151,0.122,0.406,0.121,0.351,Ch2,Ch4,0
19152,0.201,0.163,0.198,0.438,Ch4,Ch4,1
19153,0.313,0.243,0.202,0.242,Ch1,Ch1,1
19154,0.158,0.386,0.205,0.251,Ch2,Ch4,0
19155,0.211,0.256,0.212,0.321,Ch4,Ch1,0
19156,0.299,0.227,0.219,0.255,Ch1,Ch1,1
19157,0.116,0.482,0.185,0.217,Ch2,Ch2,1
19158,0.256,0.114,0.379,0.251,Ch3,Ch3,1
19159,0.291,0.161,0.245,0.303,Ch4,Ch1,0
19160,0.14,0.437,0.191,0.232,Ch2,Ch4,0
19161,0.122,0.275,0.268,0.335,Ch4,Ch4,1
19162,0.404,0.148,0.221,0.227,Ch1,Ch1,1
19163,0.162,0.238,0.194,0.406,Ch4,Ch1,0
19164,0.358,0.125,0.231,0.286,Ch1,Ch3,0
19165,0.216,0.159,0.211,0.414,Ch4,Ch4,1
19166,0.423,0.15,0.203,0.224,Ch1,Ch2,0
19167,0.174,0.473,0.117,0.236,Ch2,Ch3,0
19168,0.143,0.212,0.382,0.263,Ch3,Ch2,0
19169,0.187,0.25,0.371,0.192,Ch3,Ch1,0
19170,0.176,0.186,0.195,0.443,Ch4,Ch4,1
19171,0.354,0.149,0.205,0.292,Ch1,Ch4,0
19172,0.24,0.107,0.121,0.532,Ch4,Ch3,0
19173,0.102,0.202,0.127,0.569,Ch4,Ch3,0
19174,0.111,0.128,0.275,0.486,Ch4,Ch2,0
19175,0.504,0.106,0.155,0.235,Ch1,Ch3,0
19176,0.087,0.195,0.502,0.216,Ch3,Ch2,0
19177,0.107,0.178,0.097,0.618,Ch4,Ch2,0
19178,0.152,0.099,0.124,0.625,Ch4,Ch1,0
19179,0.152,0.105,0.134,0.609,Ch4,Ch3,0
19180,0.147,0.123,0.144,0.586,Ch4,Ch3,0
19181,0.137,0.103,0.266,0.494,Ch4,Ch1,0
19182,0.126,0.152,0.116,0.606,Ch4,Ch2,0
19183,0.138,0.131,0.101,0.63,Ch4,Ch2,0
19184,0.134,0.15,0.118,0.598,Ch4,Ch2,0
19185,0.1,0.146,0.243,0.511,Ch4,Ch2,0
19186,0.211,0.119,0.215,0.455,Ch4,Ch2,0
19187,0.14,0.527,0.121,0.212,Ch2,Ch3,0
19188,0.188,0.095,0.493,0.224,Ch3,Ch2,0
19189,0.118,0.232,0.123,0.527,Ch4,Ch2,0
19190,0.118,0.552,0.085,0.245,Ch2,Ch2,1
19191,0.388,0.177,0.183,0.252,Ch1,Ch3,0
19192,0.088,0.185,0.487,0.24,Ch3,Ch2,0
19193,0.251,0.202,0.172,0.375,Ch4,Ch3,0
19194,0.143,0.49,0.136,0.231,Ch2,Ch1,0
19195,0.155,0.236,0.354,0.255,Ch3,Ch3,1
19196,0.167,0.124,0.414,0.295,Ch3,Ch2,0
19197,0.244,0.172,0.292,0.292,Ch3,Ch2,0
19198,0.393,0.121,0.239,0.247,Ch1,Ch2,0
19199,0.109,0.289,0.278,0.324,Ch4,Ch2,0
19200,0.382,0.103,0.14,0.375,Ch1,Ch3,0
19201,0.128,0.146,0.192,0.534,Ch4,Ch3,0
19202,0.411,0.182,0.096,0.311,Ch1,Ch3,0
19203,0.527,0.115,0.123,0.235,Ch1,Ch3,0
19204,0.304,0.097,0.399,0.2,Ch3,Ch3,1
19205,0.313,0.107,0.155,0.425,Ch4,Ch3,0
19206,0.369,0.134,0.219,0.278,Ch1,Ch2,0
19207,0.348,0.125,0.208,0.319,Ch1,Ch2,0
19208,0.421,0.122,0.132,0.325,Ch1,Ch3,0
19209,0.133,0.118,0.177,0.572,Ch4,Ch3,0
19210,0.306,0.169,0.25,0.275,Ch1,Ch2,0
19211,0.134,0.3,0.139,0.427,Ch4,Ch3,0
19212,0.13,0.161,0.325,0.384,Ch4,Ch2,0
19213,0.298,0.193,0.35,0.159,Ch3,Ch1,0
19214,0.157,0.249,0.148,0.446,Ch4,Ch2,0
19215,0.339,0.209,0.154,0.298,Ch1,Ch1,1
19216,0.149,0.156,0.255,0.44,Ch4,Ch3,0
19217,0.103,0.12,0.55,0.227,Ch3,Ch3,1
19218,0.16,0.104,0.489,0.247,Ch3,Ch3,1
19219,0.174,0.112,0.441,0.273,Ch3,Ch1,0
19220,0.174,0.29,0.114,0.422,Ch4,Ch4,1
19221,0.276,0.097,0.405,0.222,Ch3,Ch3,1
19222,0.241,0.175,0.125,0.459,Ch4,Ch4,1
19223,0.189,0.366,0.159,0.286,Ch2,Ch4,0
19224,0.374,0.142,0.139,0.345,Ch1,Ch4,0
19225,0.203,0.335,0.108,0.354,Ch4,Ch2,0
19226,0.137,0.098,0.462,0.303,Ch3,Ch1,0
19227,0.143,0.113,0.294,0.45,Ch4,Ch4,1
19228,0.143,0.125,0.225,0.507,Ch4,Ch3,0
19229,0.23,0.151,0.16,0.459,Ch4,Ch2,0
19230,0.126,0.518,0.136,0.22,Ch2,Ch2,1
19231,0.135,0.226,0.407,0.232,Ch3,Ch3,1
19232,0.397,0.175,0.15,0.278,Ch1,Ch1,1
19233,0.168,0.129,0.479,0.224,Ch3,Ch3,1
19234,0.309,0.386,0.11,0.195,Ch2,Ch1,0
19235,0.131,0.254,0.142,0.473,Ch4,Ch2,0
19236,0.118,0.352,0.224,0.306,Ch2,Ch1,0
19237,0.221,0.136,0.281,0.362,Ch4,Ch4,1
19238,0.096,0.174,0.204,0.526,Ch4,Ch4,1
19239,0.162,0.199,0.177,0.462,Ch4,Ch4,1
19240,0.145,0.533,0.099,0.223,Ch2,Ch2,1
19241,0.214,0.33,0.168,0.288,Ch2,Ch4,0
19242,0.096,0.309,0.393,0.202,Ch3,Ch3,1
19243,0.24,0.482,0.072,0.206,Ch2,Ch2,1
19244,0.123,0.236,0.163,0.478,Ch4,Ch4,1
19245,0.134,0.201,0.443,0.222,Ch3,Ch3,1
19246,0.14,0.557,0.069,0.234,Ch2,Ch2,1
19247,0.072,0.384,0.335,0.209,Ch2,Ch2,1
19248,0.114,0.214,0.259,0.413,Ch4,Ch1,0
19249,0.143,0.314,0.106,0.437,Ch4,Ch4,1
19250,0.274,0.099,0.263,0.364,Ch4,Ch1,0
19251,0.094,0.132,0.512,0.262,Ch3,Ch2,0
19252,0.099,0.13,0.34,0.431,Ch4,Ch2,0
19253,0.082,0.295,0.221,0.402,Ch4,Ch1,0
19254,0.081,0.326,0.154,0.439,Ch4,Ch3,0
19255,0.103,0.189,0.132,0.576,Ch4,Ch2,0
19256,0.149,0.145,0.182,0.524,Ch4,Ch3,0
19257,0.087,0.102,0.331,0.48,Ch4,Ch4,1
19258,0.1,0.383,0.093,0.424,Ch4,Ch2,0
19259,0.286,0.173,0.125,0.416,Ch4,Ch4,1
19260,0.136,0.112,0.161,0.591,Ch4,Ch1,0
19261,0.295,0.193,0.1,0.412,Ch4,Ch2,0
19262,0.106,0.146,0.217,0.531,Ch4,Ch1,0
19263,0.147,0.135,0.134,0.584,Ch4,Ch4,1
19264,0.132,0.438,0.089,0.341,Ch2,Ch1,0
19265,0.123,0.135,0.149,0.593,Ch4,Ch4,1
19266,0.319,0.117,0.122,0.442,Ch4,Ch1,0
19267,0.275,0.189,0.306,0.23,Ch3,Ch3,1
19268,0.287,0.131,0.176,0.406,Ch4,Ch4,1
19269,0.241,0.263,0.144,0.352,Ch4,Ch4,1
19270,0.297,0.111,0.248,0.344,Ch4,Ch4,1
19271,0.34,0.111,0.188,0.361,Ch4,Ch4,1
19272,0.151,0.257,0.163,0.429,Ch4,Ch4,1
19273,0.147,0.308,0.27,0.275,Ch2,Ch2,1
19274,0.225,0.158,0.312,0.305,Ch3,Ch4,0
19275,0.219,0.185,0.205,0.391,Ch4,Ch4,1
19276,0.216,0.363,0.148,0.273,Ch2,Ch2,1
19277,0.34,0.214,0.136,0.31,Ch1,Ch1,1
19278,0.198,0.37,0.131,0.301,Ch2,Ch2,1
19279,0.102,0.282,0.318,0.298,Ch3,Ch3,1
19280,0.14,0.382,0.098,0.38,Ch2,Ch2,1
19281,0.158,0.265,0.17,0.407,Ch4,Ch4,1
19282,0.273,0.256,0.228,0.243,Ch1,Ch1,1
19283,0.309,0.184,0.17,0.337,Ch4,Ch1,0
19284,0.272,0.209,0.223,0.296,Ch4,Ch1,0
19285,0.181,0.144,0.435,0.24,Ch3,Ch3,1
19286,0.282,0.34,0.059,0.319,Ch2,Ch1,0
19287,0.295,0.162,0.121,0.422,Ch4,Ch1,0
19288,0.406,0.128,0.104,0.362,Ch1,Ch1,1
19289,0.218,0.352,0.095,0.335,Ch2,Ch3,0
19290,0.206,0.169,0.136,0.489,Ch4,Ch1,0
19291,0.184,0.143,0.429,0.244,Ch3,Ch2,0
19292,0.122,0.103,0.376,0.399,Ch4,Ch3,0
19293,0.096,0.292,0.099,0.513,Ch4,Ch2,0
19294,0.087,0.491,0.191,0.231,Ch2,Ch2,1
19295,0.077,0.538,0.146,0.239,Ch2,Ch2,1
19296,0.25,0.108,0.082,0.56,Ch4,Ch1,0
19297,0.335,0.089,0.107,0.469,Ch4,Ch4,1
19298,0.084,0.34,0.226,0.35,Ch4,Ch3,0
19299,0.092,0.23,0.116,0.562,Ch4,Ch2,0
19300,0.439,0.118,0.208,0.235,Ch1,Ch2,0
19301,0.072,0.528,0.099,0.301,Ch2,Ch2,1
19302,0.474,0.108,0.163,0.255,Ch1,Ch3,0
19303,0.131,0.091,0.242,0.536,Ch4,Ch3,0
19304,0.204,0.085,0.356,0.355,Ch3,Ch3,1
19305,0.303,0.16,0.156,0.381,Ch4,Ch1,0
19306,0.15,0.183,0.17,0.497,Ch4,Ch4,1
19307,0.146,0.193,0.17,0.491,Ch4,Ch4,1
19308,0.223,0.255,0.141,0.381,Ch4,Ch1,0
19309,0.175,0.308,0.155,0.362,Ch4,Ch2,0
19310,0.087,0.336,0.178,0.399,Ch4,Ch4,1
19311,0.449,0.125,0.123,0.303,Ch1,Ch4,0
19312,0.237,0.253,0.161,0.349,Ch4,Ch3,0
19313,0.101,0.174,0.392,0.333,Ch3,Ch4,0
19314,0.176,0.486,0.085,0.253,Ch2,Ch4,0
19315,0.126,0.268,0.19,0.416,Ch4,Ch4,1
19316,0.144,0.138,0.288,0.43,Ch4,Ch4,1
19317,0.387,0.129,0.12,0.364,Ch1,Ch1,1
19318,0.13,0.432,0.187,0.251,Ch2,Ch3,0
19319,0.339,0.144,0.284,0.233,Ch1,Ch3,0
19320,0.095,0.321,0.28,0.304,Ch2,Ch3,0
19321,0.349,0.151,0.13,0.37,Ch4,Ch1,0
19322,0.168,0.336,0.134,0.362,Ch4,Ch4,1
19323,0.126,0.406,0.096,0.372,Ch2,Ch4,0
19324,0.35,0.274,0.207,0.169,Ch1,Ch1,1
19325,0.12,0.411,0.16,0.309,Ch2,Ch2,1
19326,0.145,0.149,0.385,0.321,Ch3,Ch4,0
19327,0.298,0.16,0.206,0.336,Ch4,Ch4,1
19328,0.137,0.185,0.366,0.312,Ch3,Ch3,1
19329,0.422,0.233,0.145,0.2,Ch1,Ch1,1
19330,0.228,0.205,0.221,0.346,Ch4,Ch4,1
19331,0.135,0.148,0.421,0.296,Ch3,Ch3,1
19332,0.355,0.168,0.187,0.29,Ch1,Ch1,1
19333,0.202,0.251,0.146,0.401,Ch4,Ch4,1
19334,0.29,0.262,0.151,0.297,Ch4,Ch1,0
19335,0.315,0.315,0.109,0.261,Ch1,Ch1,1
19336,0.261,0.16,0.263,0.316,Ch4,Ch4,1
19337,0.4,0.146,0.151,0.303,Ch1,Ch1,1
19338,0.185,0.236,0.196,0.383,Ch4,Ch2,0
19339,0.187,0.133,0.381,0.299,Ch3,Ch3,1
19340,0.149,0.128,0.47,0.253,Ch3,Ch3,1
19341,0.161,0.135,0.363,0.341,Ch3,Ch4,0
19342,0.222,0.331,0.121,0.326,Ch2,Ch2,1
19343,0.07,0.182,0.556,0.192,Ch3,Ch4,0
19344,0.178,0.196,0.173,0.453,Ch4,Ch4,1
19345,0.152,0.17,0.209,0.469,Ch4,Ch4,1
19346,0.218,0.314,0.17,0.298,Ch2,Ch4,0
19347,0.296,0.391,0.092,0.221,Ch2,Ch1,0
19348,0.237,0.405,0.132,0.226,Ch2,Ch4,0
19349,0.094,0.099,0.374,0.433,Ch4,Ch4,1
19350,0.169,0.442,0.078,0.311,Ch2,Ch2,1
19351,0.288,0.109,0.104,0.499,Ch4,Ch4,1
19352,0.139,0.14,0.465,0.256,Ch3,Ch3,1
19353,0.197,0.099,0.347,0.357,Ch4,Ch4,1
19354,0.323,0.084,0.106,0.487,Ch4,Ch4,1
19355,0.16,0.081,0.189,0.57,Ch4,Ch4,1
19356,0.133,0.336,0.091,0.44,Ch4,Ch4,1
19357,0.266,0.168,0.107,0.459,Ch4,Ch4,1
19358,0.27,0.253,0.155,0.322,Ch4,Ch4,1
19359,0.066,0.479,0.08,0.375,Ch2,Ch2,1
19360,0.119,0.101,0.118,0.662,Ch4,Ch4,1
19361,0.075,0.329,0.207,0.389,Ch4,Ch4,1
19362,0.111,0.469,0.227,0.193,Ch2,Ch1,0
19363,0.275,0.249,0.283,0.193,Ch3,Ch2,0
19364,0.316,0.08,0.385,0.219,Ch3,Ch1,0
19365,0.346,0.213,0.266,0.175,Ch1,Ch2,0
19366,0.157,0.113,0.519,0.211,Ch3,Ch1,0
19367,0.176,0.235,0.343,0.246,Ch3,Ch3,1
19368,0.248,0.147,0.191,0.414,Ch4,Ch1,0
19369,0.576,0.068,0.152,0.204,Ch1,Ch1,1
19370,0.091,0.167,0.526,0.216,Ch3,Ch4,0
19371,0.21,0.473,0.16,0.157,Ch2,Ch2,1
19372,0.115,0.474,0.219,0.192,Ch2,Ch3,0
19373,0.176,0.497,0.155,0.172,Ch2,Ch3,0
19374,0.111,0.39,0.183,0.316,Ch2,Ch2,1
19375,0.107,0.367,0.372,0.154,Ch3,Ch2,0
19376,0.078,0.111,0.607,0.204,Ch3,Ch3,1
19377,0.165,0.347,0.119,0.369,Ch4,Ch2,0
19378,0.186,0.143,0.469,0.202,Ch3,Ch2,0
19379,0.155,0.193,0.39,0.262,Ch3,Ch1,0
19380,0.234,0.148,0.234,0.384,Ch4,Ch2,0
19381,0.179,0.095,0.376,0.35,Ch3,Ch3,1
19382,0.102,0.16,0.575,0.163,Ch3,Ch2,0
19383,0.333,0.111,0.309,0.247,Ch1,Ch3,0
19384,0.154,0.113,0.461,0.272,Ch3,Ch1,0
19385,0.175,0.177,0.121,0.527,Ch4,Ch1,0
19386,0.281,0.389,0.157,0.173,Ch2,Ch1,0
19387,0.179,0.122,0.174,0.525,Ch4,Ch1,0
19388,0.155,0.282,0.398,0.165,Ch3,Ch3,1
19389,0.116,0.341,0.26,0.283,Ch2,Ch3,0
19390,0.113,0.371,0.166,0.35,Ch2,Ch2,1
19391,0.183,0.108,0.135,0.574,Ch4,Ch4,1
19392,0.108,0.562,0.093,0.237,Ch2,Ch2,1
19393,0.11,0.433,0.104,0.353,Ch2,Ch4,0
19394,0.165,0.096,0.57,0.169,Ch3,Ch3,1
19395,0.134,0.155,0.124,0.587,Ch4,Ch4,1
19396,0.114,0.096,0.523,0.267,Ch3,Ch3,1
19397,0.108,0.111,0.379,0.402,Ch4,Ch4,1
19398,0.403,0.093,0.364,0.14,Ch1,Ch3,0
19399,0.084,0.176,0.187,0.553,Ch4,Ch4,1
19400,0.099,0.219,0.364,0.318,Ch3,Ch3,1
19401,0.127,0.314,0.232,0.327,Ch4,Ch2,0
19402,0.181,0.209,0.307,0.303,Ch3,Ch1,0
19403,0.368,0.264,0.123,0.245,Ch1,Ch1,1
19404,0.192,0.128,0.353,0.327,Ch3,Ch3,1
19405,0.114,0.188,0.447,0.251,Ch3,Ch3,1
19406,0.156,0.232,0.255,0.357,Ch4,Ch1,0
19407,0.324,0.204,0.144,0.328,Ch4,Ch2,0
19408,0.122,0.265,0.269,0.344,Ch4,Ch3,0
19409,0.171,0.248,0.226,0.355,Ch4,Ch3,0
19410,0.131,0.398,0.199,0.272,Ch2,Ch2,1
19411,0.176,0.235,0.124,0.465,Ch4,Ch1,0
19412,0.111,0.209,0.267,0.413,Ch4,Ch3,0
19413,0.297,0.198,0.189,0.316,Ch4,Ch1,0
19414,0.315,0.239,0.107,0.339,Ch4,Ch1,0
19415,0.097,0.459,0.135,0.309,Ch2,Ch2,1
19416,0.094,0.316,0.154,0.436,Ch4,Ch2,0
19417,0.37,0.187,0.198,0.245,Ch1,Ch1,1
19418,0.111,0.395,0.189,0.305,Ch2,Ch2,1
19419,0.292,0.153,0.247,0.308,Ch4,Ch1,0
19420,0.251,0.294,0.273,0.182,Ch2,Ch2,1
19421,0.198,0.262,0.244,0.296,Ch4,Ch1,0
19422,0.199,0.267,0.19,0.344,Ch4,Ch3,0
19423,0.129,0.245,0.314,0.312,Ch3,Ch1,0
19424,0.177,0.262,0.157,0.404,Ch4,Ch2,0
19425,0.162,0.157,0.23,0.451,Ch4,Ch3,0
19426,0.34,0.13,0.317,0.213,Ch1,Ch3,0
19427,0.145,0.116,0.382,0.357,Ch3,Ch3,1
19428,0.261,0.268,0.213,0.258,Ch2,Ch3,0
19429,0.286,0.246,0.216,0.252,Ch1,Ch2,0
19430,0.244,0.296,0.206,0.254,Ch2,Ch3,0
19431,0.147,0.168,0.159,0.526,Ch4,Ch2,0
19432,0.136,0.232,0.354,0.278,Ch3,Ch1,0
19433,0.133,0.312,0.147,0.408,Ch4,Ch2,0
19434,0.204,0.209,0.205,0.382,Ch4,Ch2,0
19435,0.132,0.238,0.352,0.278,Ch3,Ch2,0
19436,0.209,0.35,0.227,0.214,Ch2,Ch2,1
19437,0.193,0.329,0.293,0.185,Ch2,Ch2,1
19438,0.564,0.143,0.137,0.156,Ch1,Ch1,1
19439,0.129,0.111,0.474,0.286,Ch3,Ch4,0
19440,0.514,0.187,0.11,0.189,Ch1,Ch1,1
19441,0.625,0.151,0.115,0.109,Ch1,Ch1,1
19442,0.098,0.088,0.612,0.202,Ch3,Ch3,1
19443,0.079,0.358,0.118,0.445,Ch4,Ch4,1
19444,0.349,0.137,0.101,0.413,Ch4,Ch4,1
19445,0.593,0.122,0.121,0.164,Ch1,Ch1,1
19446,0.528,0.15,0.195,0.127,Ch1,Ch1,1
19447,0.075,0.184,0.593,0.148,Ch3,Ch3,1
19448,0.202,0.108,0.152,0.538,Ch4,Ch4,1
19449,0.359,0.132,0.13,0.379,Ch4,Ch1,0
19450,0.124,0.62,0.08,0.176,Ch2,Ch2,1
19451,0.124,0.509,0.111,0.256,Ch2,Ch2,1
19452,0.471,0.113,0.122,0.294,Ch1,Ch4,0
19453,0.122,0.095,0.158,0.625,Ch4,Ch3,0
19454,0.105,0.109,0.503,0.283,Ch3,Ch4,0
19455,0.12,0.095,0.495,0.29,Ch3,Ch3,1
19456,0.496,0.098,0.235,0.171,Ch1,Ch3,0
19457,0.101,0.154,0.446,0.299,Ch3,Ch3,1
19458,0.222,0.393,0.122,0.263,Ch2,Ch1,0
19459,0.288,0.122,0.232,0.358,Ch4,Ch3,0
19460,0.063,0.446,0.268,0.223,Ch2,Ch2,1
19461,0.571,0.111,0.098,0.22,Ch1,Ch1,1
19462,0.078,0.28,0.459,0.183,Ch3,Ch2,0
19463,0.251,0.232,0.114,0.403,Ch4,Ch2,0
19464,0.101,0.291,0.246,0.362,Ch4,Ch1,0
19465,0.167,0.508,0.085,0.24,Ch2,Ch2,1
19466,0.111,0.155,0.562,0.172,Ch3,Ch3,1
19467,0.099,0.345,0.107,0.449,Ch4,Ch2,0
19468,0.135,0.231,0.112,0.522,Ch4,Ch2,0
19469,0.487,0.086,0.201,0.226,Ch1,Ch1,1
19470,0.138,0.438,0.1,0.324,Ch2,Ch2,1
19471,0.105,0.561,0.093,0.241,Ch2,Ch2,1
19472,0.243,0.234,0.083,0.44,Ch4,Ch1,0
19473,0.15,0.138,0.208,0.504,Ch4,Ch1,0
19474,0.122,0.258,0.111,0.509,Ch4,Ch2,0
19475,0.086,0.11,0.577,0.227,Ch3,Ch3,1
19476,0.178,0.262,0.166,0.394,Ch4,Ch3,0
19477,0.188,0.181,0.375,0.256,Ch3,Ch2,0
19478,0.115,0.303,0.409,0.173,Ch3,Ch3,1
19479,0.095,0.501,0.207,0.197,Ch2,Ch2,1
19480,0.33,0.223,0.17,0.277,Ch1,Ch3,0
19481,0.141,0.152,0.378,0.329,Ch3,Ch2,0
19482,0.364,0.147,0.171,0.318,Ch1,Ch1,1
19483,0.356,0.199,0.118,0.327,Ch1,Ch2,0
19484,0.132,0.526,0.091,0.251,Ch2,Ch2,1
19485,0.106,0.393,0.132,0.369,Ch2,Ch2,1
19486,0.32,0.133,0.15,0.397,Ch4,Ch1,0
19487,0.279,0.176,0.154,0.391,Ch4,Ch2,0
19488,0.116,0.489,0.218,0.177,Ch2,Ch3,0
19489,0.143,0.144,0.288,0.425,Ch4,Ch3,0
19490,0.124,0.454,0.177,0.245,Ch2,Ch2,1
19491,0.141,0.255,0.221,0.383,Ch4,Ch2,0
19492,0.453,0.135,0.143,0.269,Ch1,Ch1,1
19493,0.207,0.124,0.153,0.516,Ch4,Ch4,1
19494,0.342,0.139,0.124,0.395,Ch4,Ch2,0
19495,0.145,0.459,0.171,0.225,Ch2,Ch4,0
19496,0.056,0.463,0.229,0.252,Ch2,Ch2,1
19497,0.183,0.426,0.149,0.242,Ch2,Ch3,0
19498,0.392,0.261,0.108,0.239,Ch1,Ch1,1
19499,0.133,0.264,0.447,0.156,Ch3,Ch4,0
19500,0.324,0.136,0.428,0.112,Ch3,Ch4,0
19501,0.399,0.15,0.077,0.374,Ch1,Ch4,0
