Task,Ch1,Ch2,Ch3,Ch4,test,,Ch1,Ch2,Ch3,Ch4,,
4,0.27,0.254,0.304,0.172,Ch3,,0,1,0,0,Ch2,0
4,0.264,0.3,0.264,0.172,Ch2,,0,1,0,0,Ch2,1
4,0.292,0.272,0.294,0.142,Ch3,,0,1,0,0,Ch2,0
5,0.092,0.63,0.158,0.12,Ch2,,1,0,0,0,Ch1,0
6,0.202,0.478,0.148,0.172,Ch2,,0,1,0,0,Ch2,1
9,0.176,0.582,0.138,0.104,Ch2,,0,1,0,0,Ch2,1
11,0.232,0.144,0.462,0.162,Ch3,,0,0,1,0,Ch3,1
12,0.136,0.116,0.574,0.174,Ch3,,0,0,1,0,Ch3,1
13,0.176,0.52,0.158,0.146,Ch2,,0,1,0,0,Ch2,1
15,0.148,0.616,0.114,0.122,Ch2,,0,1,0,0,Ch2,1
15,0.108,0.516,0.116,0.26,Ch2,,0,1,0,0,Ch2,1
16,0.202,0.492,0.158,0.148,Ch2,,0,1,0,0,Ch2,1
19,0.202,0.372,0.19,0.236,Ch2,,0,1,0,0,Ch2,1
19,0.182,0.366,0.216,0.236,Ch2,,0,1,0,0,Ch2,1
2,0.172,0.118,0.444,0.266,Ch3,,0,0,1,0,Ch3,1
3,0.46,0.118,0.176,0.246,Ch1,,1,0,0,0,Ch1,1
3,0.252,0.066,0.338,0.344,Ch4,,1,0,0,0,Ch1,0
4,0.204,0.372,0.118,0.306,Ch2,,0,1,0,0,Ch2,1
4,0.206,0.08,0.296,0.418,Ch4,,0,1,0,0,Ch2,0
5,0.158,0.13,0.114,0.598,Ch4,,0,0,0,1,Ch4,1
5,0.15,0.042,0.144,0.664,Ch4,,0,0,0,1,Ch4,1
6,0.114,0.032,0.124,0.73,Ch4,,0,0,0,1,Ch4,1
8,0.212,0.112,0.192,0.484,Ch4,,0,0,0,1,Ch4,1
8,0.196,0.106,0.176,0.522,Ch4,,0,0,0,1,Ch4,1
8,0.242,0.15,0.224,0.384,Ch4,,0,0,0,1,Ch4,1
8,0.122,0.016,0.098,0.764,Ch4,,0,0,0,1,Ch4,1
10,0.2,0.078,0.112,0.61,Ch4,,0,0,0,1,Ch4,1
10,0.202,0.152,0.104,0.542,Ch4,,0,0,0,1,Ch4,1
11,0.134,0.198,0.37,0.298,Ch3,,0,0,1,0,Ch3,1
14,0.06,0.484,0.128,0.328,Ch2,,0,1,0,0,Ch2,1
14,0.248,0.008,0.104,0.64,Ch4,,0,1,0,0,Ch2,0
15,0.358,0.184,0.134,0.324,Ch1,,1,0,0,0,Ch1,1
17,0.154,0.096,0.386,0.364,Ch3,,0,0,1,0,Ch3,1
19,0.366,0.022,0.146,0.466,Ch4,,0,0,0,1,Ch4,1
2,0.152,0.186,0.148,0.514,Ch4,,0,0,0,1,Ch4,1
8,0.142,0.122,0.172,0.564,Ch4,,0,0,0,1,Ch4,1
10,0.124,0.134,0.07,0.672,Ch4,,0,0,0,1,Ch4,1
11,0.062,0.08,0.046,0.812,Ch4,,0,0,0,1,Ch4,1
14,0.16,0.082,0.09,0.668,Ch4,,0,0,0,1,Ch4,1
19,0.114,0.176,0.562,0.148,Ch3,,0,0,1,0,Ch3,1
1,0.132,0.134,0.084,0.65,Ch4,,0,0,0,1,Ch4,1
2,0.126,0.122,0.104,0.648,Ch4,,0,0,0,1,Ch4,1
5,0.006,0.054,0.02,0.92,Ch4,,0,0,0,1,Ch4,1
8,0.074,0.222,0.106,0.598,Ch4,,0,1,0,0,Ch2,0
8,0.118,0.528,0.106,0.248,Ch2,,0,1,0,0,Ch2,1
9,0.06,0.104,0.094,0.742,Ch4,,0,0,0,1,Ch4,1
11,0.15,0.21,0.106,0.534,Ch4,,0,0,0,1,Ch4,1
12,0.104,0.096,0.11,0.69,Ch4,,0,0,0,1,Ch4,1
16,0.1,0.088,0.112,0.7,Ch4,,0,0,0,1,Ch4,1
17,0.46,0.126,0.16,0.254,Ch1,,1,0,0,0,Ch1,1
18,0.134,0.098,0.128,0.64,Ch4,,0,0,0,1,Ch4,1
1,0.128,0.182,0.11,0.58,Ch4,,0,0,0,1,Ch4,1
1,0.112,0.114,0.174,0.6,Ch4,,0,0,0,1,Ch4,1
2,0.05,0.054,0.046,0.85,Ch4,,0,0,0,1,Ch4,1
4,0.056,0.068,0.042,0.834,Ch4,,0,0,0,1,Ch4,1
5,0.034,0.074,0.04,0.852,Ch4,,0,0,0,1,Ch4,1
6,0.028,0.05,0.026,0.896,Ch4,,0,0,0,1,Ch4,1
7,0.116,0.092,0.078,0.714,Ch4,,0,0,0,1,Ch4,1
7,0.022,0.048,0.014,0.916,Ch4,,0,0,0,1,Ch4,1
8,0.1,0.064,0.096,0.74,Ch4,,0,0,0,1,Ch4,1
12,0.108,0.1,0.104,0.688,Ch4,,0,0,0,1,Ch4,1
13,0.098,0.154,0.152,0.596,Ch4,,0,0,0,1,Ch4,1
14,0.172,0.146,0.086,0.596,Ch4,,0,0,0,1,Ch4,1
15,0.088,0.108,0.102,0.702,Ch4,,0,0,0,1,Ch4,1
15,0.108,0.152,0.19,0.55,Ch4,,0,0,0,1,Ch4,1
16,0.066,0.108,0.096,0.73,Ch4,,0,0,0,1,Ch4,1
18,0.014,0.046,0.026,0.914,Ch4,,0,0,0,1,Ch4,1
19,0.102,0.098,0.098,0.702,Ch4,,0,0,0,1,Ch4,1
19,0.126,0.108,0.098,0.668,Ch4,,0,0,0,1,Ch4,1
1,0.174,0.192,0.484,0.15,Ch3,,0,0,1,0,Ch3,1
5,0.156,0.518,0.144,0.182,Ch2,,0,1,0,0,Ch2,1
6,0.226,0.338,0.252,0.184,Ch2,,0,1,0,0,Ch2,1
6,0.12,0.368,0.412,0.1,Ch3,,0,1,0,0,Ch2,0
9,0.174,0.204,0.444,0.178,Ch3,,0,0,1,0,Ch3,1
9,0.228,0.168,0.424,0.18,Ch3,,0,0,1,0,Ch3,1
11,0.406,0.296,0.176,0.122,Ch1,,1,0,0,0,Ch1,1
12,0.214,0.41,0.178,0.198,Ch2,,0,1,0,0,Ch2,1
12,0.14,0.194,0.56,0.106,Ch3,,0,1,0,0,Ch2,0
14,0.162,0.346,0.322,0.17,Ch2,,0,1,0,0,Ch2,1
14,0.14,0.514,0.226,0.12,Ch2,,0,1,0,0,Ch2,1
15,0.146,0.178,0.564,0.112,Ch3,,0,0,1,0,Ch3,1
18,0.136,0.43,0.252,0.182,Ch2,,0,1,0,0,Ch2,1
19,0.192,0.348,0.342,0.118,Ch2,,1,0,0,0,Ch1,0
4,0.11,0.684,0.13,0.076,Ch2,,0,1,0,0,Ch2,1
9,0.464,0.218,0.228,0.09,Ch1,,0,1,0,0,Ch2,0
10,0.174,0.252,0.308,0.266,Ch3,,0,0,0,1,Ch4,0
12,0.188,0.324,0.372,0.116,Ch3,,0,0,1,0,Ch3,1
13,0.174,0.17,0.592,0.064,Ch3,,0,0,1,0,Ch3,1
15,0.176,0.15,0.57,0.104,Ch3,,0,0,1,0,Ch3,1
1,0.148,0.174,0.122,0.556,Ch4,,0,0,0,1,Ch4,1
2,0.044,0.07,0.046,0.84,Ch4,,0,0,0,1,Ch4,1
3,0.038,0.062,0.042,0.858,Ch4,,0,0,0,1,Ch4,1
4,0.106,0.108,0.124,0.662,Ch4,,0,0,0,1,Ch4,1
4,0.114,0.086,0.138,0.662,Ch4,,0,0,0,1,Ch4,1
5,0.092,0.128,0.108,0.672,Ch4,,0,0,0,1,Ch4,1
5,0.108,0.116,0.126,0.65,Ch4,,0,0,0,1,Ch4,1
8,0.078,0.112,0.146,0.664,Ch4,,0,0,0,1,Ch4,1
9,0.006,0.036,0.022,0.936,Ch4,,0,0,0,1,Ch4,1
11,0.004,0.032,0.022,0.942,Ch4,,0,0,0,1,Ch4,1
12,0.11,0.126,0.098,0.666,Ch4,,0,0,0,1,Ch4,1
13,0.07,0.148,0.116,0.666,Ch4,,0,0,0,1,Ch4,1
13,0.08,0.124,0.122,0.674,Ch4,,0,0,0,1,Ch4,1
13,0,0.034,0.012,0.954,Ch4,,0,0,0,1,Ch4,1
14,0.116,0.074,0.124,0.686,Ch4,,0,0,0,1,Ch4,1
15,0.114,0.106,0.082,0.698,Ch4,,0,0,0,1,Ch4,1
16,0.068,0.084,0.112,0.736,Ch4,,0,0,0,1,Ch4,1
17,0.106,0.108,0.082,0.704,Ch4,,0,0,0,1,Ch4,1
17,0.008,0.036,0.014,0.942,Ch4,,0,0,0,1,Ch4,1
18,0.114,0.112,0.072,0.702,Ch4,,0,0,0,1,Ch4,1
19,0.11,0.082,0.072,0.736,Ch4,,0,0,0,1,Ch4,1
2,0.128,0.08,0.076,0.716,Ch4,,0,0,0,1,Ch4,1
4,0.126,0.034,0.026,0.814,Ch4,,0,0,0,1,Ch4,1
6,0.104,0.06,0.11,0.726,Ch4,,0,0,0,1,Ch4,1
7,0.182,0.092,0.138,0.588,Ch4,,0,0,0,1,Ch4,1
7,0.17,0.106,0.144,0.58,Ch4,,0,0,0,1,Ch4,1
10,0.136,0.1,0.112,0.652,Ch4,,0,0,0,1,Ch4,1
11,0.086,0.116,0.106,0.692,Ch4,,0,0,0,1,Ch4,1
14,0.012,0.014,0.004,0.97,Ch4,,0,0,1,0,Ch3,0
16,0.102,0.044,0.07,0.784,Ch4,,0,0,0,1,Ch4,1
1,0.19,0.188,0.542,0.08,Ch3,,0,0,1,0,Ch3,1
2,0.266,0.284,0.38,0.07,Ch3,,0,0,0,1,Ch4,0
4,0.2,0.256,0.486,0.058,Ch3,,0,0,1,0,Ch3,1
6,0.402,0.284,0.194,0.12,Ch1,,1,0,0,0,Ch1,1
6,0.44,0.254,0.164,0.142,Ch1,,1,0,0,0,Ch1,1
12,0.606,0.154,0.114,0.126,Ch1,,1,0,0,0,Ch1,1
12,0.508,0.444,0.016,0.032,Ch1,,1,0,0,0,Ch1,1
13,0.542,0.25,0.14,0.068,Ch1,,1,0,0,0,Ch1,1
15,0.506,0.23,0.17,0.094,Ch1,,1,0,0,0,Ch1,1
16,0.246,0.184,0.124,0.446,Ch4,,0,0,0,1,Ch4,1
16,0.4,0.536,0.014,0.05,Ch2,,0,0,0,1,Ch4,0
18,0.258,0.408,0.146,0.188,Ch2,,0,1,0,0,Ch2,1
18,0.29,0.408,0.154,0.148,Ch2,,0,1,0,0,Ch2,1
18,0.252,0.686,0.022,0.04,Ch2,,0,1,0,0,Ch2,1
19,0.18,0.64,0.1,0.08,Ch2,,0,1,0,0,Ch2,1
1,0.418,0.29,0.14,0.152,Ch1,,1,0,0,0,Ch1,1
3,0.18,0.426,0.254,0.14,Ch2,,0,1,0,0,Ch2,1
5,0.326,0.39,0.188,0.096,Ch2,,0,1,0,0,Ch2,1
6,0.206,0.446,0.232,0.116,Ch2,,0,1,0,0,Ch2,1
7,0.154,0.178,0.54,0.128,Ch3,,0,0,1,0,Ch3,1
7,0.218,0.41,0.26,0.112,Ch2,,0,0,1,0,Ch3,0
8,0.196,0.356,0.332,0.116,Ch2,,0,1,0,0,Ch2,1
11,0.44,0.184,0.244,0.132,Ch1,,1,0,0,0,Ch1,1
11,0.282,0.318,0.242,0.158,Ch2,,1,0,0,0,Ch1,0
12,0.232,0.248,0.33,0.19,Ch3,,0,1,0,0,Ch2,0
12,0.2,0.376,0.242,0.182,Ch2,,0,1,0,0,Ch2,1
12,0.228,0.298,0.31,0.164,Ch3,,0,1,0,0,Ch2,0
13,0.366,0.352,0.154,0.128,Ch1,,1,0,0,0,Ch1,1
13,0.278,0.478,0.136,0.108,Ch2,,1,0,0,0,Ch1,0
15,0.54,0.118,0.182,0.16,Ch1,,1,0,0,0,Ch1,1
17,0.126,0.598,0.176,0.1,Ch2,,0,1,0,0,Ch2,1
18,0.304,0.19,0.334,0.172,Ch3,,0,0,1,0,Ch3,1
18,0.284,0.146,0.362,0.208,Ch3,,0,0,1,0,Ch3,1
19,0.272,0.218,0.314,0.196,Ch3,,0,0,1,0,Ch3,1
19,0.194,0.31,0.386,0.11,Ch3,,0,0,1,0,Ch3,1
1,0.426,0.24,0.19,0.144,Ch1,,1,0,0,0,Ch1,1
1,0.302,0.238,0.204,0.256,Ch1,,1,0,0,0,Ch1,1
2,0.122,0.502,0.168,0.208,Ch2,,0,1,0,0,Ch2,1
4,0.138,0.4,0.272,0.19,Ch2,,0,1,0,0,Ch2,1
5,0.106,0.232,0.146,0.516,Ch4,,0,0,0,1,Ch4,1
5,0.13,0.432,0.154,0.284,Ch2,,0,0,0,1,Ch4,0
8,0.14,0.232,0.476,0.152,Ch3,,0,0,1,0,Ch3,1
9,0.296,0.322,0.22,0.162,Ch2,,1,0,0,0,Ch1,0
9,0.182,0.356,0.196,0.266,Ch2,,1,0,0,0,Ch1,0
9,0.178,0.336,0.17,0.316,Ch2,,1,0,0,0,Ch1,0
12,0.136,0.548,0.156,0.16,Ch2,,0,1,0,0,Ch2,1
12,0.13,0.458,0.162,0.25,Ch2,,0,1,0,0,Ch2,1
13,0.118,0.572,0.106,0.204,Ch2,,0,1,0,0,Ch2,1
14,0.114,0.472,0.156,0.258,Ch2,,0,1,0,0,Ch2,1
14,0.122,0.594,0.098,0.186,Ch2,,0,1,0,0,Ch2,1
14,0.018,0.772,0.022,0.188,Ch2,,0,1,0,0,Ch2,1
19,0.038,0.37,0.058,0.534,Ch4,,0,0,0,1,Ch4,1
3,0.166,0.236,0.478,0.12,Ch3,,0,0,1,0,Ch3,1
3,0.206,0.188,0.496,0.11,Ch3,,0,0,1,0,Ch3,1
3,0.134,0.56,0.258,0.048,Ch2,,0,0,1,0,Ch3,0
5,0.17,0.164,0.548,0.118,Ch3,,0,0,1,0,Ch3,1
6,0.474,0.168,0.252,0.106,Ch1,,1,0,0,0,Ch1,1
7,0.302,0.386,0.256,0.056,Ch2,,0,0,1,0,Ch3,0
8,0.258,0.448,0.236,0.058,Ch2,,1,0,0,0,Ch1,0
11,0.24,0.48,0.144,0.136,Ch2,,0,1,0,0,Ch2,1
13,0.264,0.16,0.444,0.132,Ch3,,0,0,1,0,Ch3,1
13,0.314,0.33,0.292,0.064,Ch2,,0,0,1,0,Ch3,0
14,0.434,0.288,0.192,0.086,Ch1,,1,0,0,0,Ch1,1
14,0.382,0.236,0.272,0.11,Ch1,,1,0,0,0,Ch1,1
15,0.168,0.132,0.574,0.126,Ch3,,0,0,1,0,Ch3,1
15,0.474,0.34,0.118,0.068,Ch1,,0,0,1,0,Ch3,0
16,0.224,0.404,0.202,0.17,Ch2,,0,1,0,0,Ch2,1
16,0.224,0.426,0.206,0.144,Ch2,,0,1,0,0,Ch2,1
17,0.434,0.208,0.2,0.158,Ch1,,1,0,0,0,Ch1,1
19,0.16,0.116,0.11,0.614,Ch4,,0,0,0,1,Ch4,1
1,0.2,0.23,0.18,0.39,Ch4,,0,0,0,1,Ch4,1
2,0.142,0.13,0.168,0.56,Ch4,,0,0,0,1,Ch4,1
2,0.064,0.198,0.18,0.558,Ch4,,0,0,0,1,Ch4,1
4,0.216,0.382,0.206,0.196,Ch2,,0,1,0,0,Ch2,1
5,0.094,0.18,0.154,0.572,Ch4,,0,0,0,1,Ch4,1
7,0.126,0.064,0.058,0.752,Ch4,,0,0,1,0,Ch3,0
8,0.412,0.128,0.138,0.322,Ch1,,1,0,0,0,Ch1,1
13,0.13,0.182,0.376,0.312,Ch3,,0,0,1,0,Ch3,1
14,0.172,0.464,0.174,0.19,Ch2,,0,1,0,0,Ch2,1
16,0.162,0.218,0.184,0.436,Ch4,,0,0,0,1,Ch4,1
16,0.04,0.108,0.086,0.766,Ch4,,0,0,0,1,Ch4,1
17,0.04,0.102,0.076,0.782,Ch4,,0,0,0,1,Ch4,1
18,0.156,0.18,0.1,0.564,Ch4,,0,0,0,1,Ch4,1
19,0.252,0.156,0.15,0.442,Ch4,,0,0,0,1,Ch4,1
19,0.144,0.13,0.13,0.596,Ch4,,0,0,0,1,Ch4,1
1,0.166,0.258,0.176,0.4,Ch4,,0,0,0,1,Ch4,1
1,0.124,0.202,0.122,0.552,Ch4,,0,0,0,1,Ch4,1
1,0.064,0.106,0.1,0.73,Ch4,,0,0,0,1,Ch4,1
2,0.136,0.226,0.17,0.468,Ch4,,0,0,0,1,Ch4,1
5,0.16,0.364,0.112,0.364,Ch2,,0,1,0,0,Ch2,1
6,0.528,0.148,0.096,0.228,Ch1,,1,0,0,0,Ch1,1
10,0.142,0.186,0.184,0.488,Ch4,,0,0,0,1,Ch4,1
10,0.156,0.192,0.108,0.544,Ch4,,0,0,0,1,Ch4,1
11,0.15,0.214,0.124,0.512,Ch4,,0,0,0,1,Ch4,1
11,0.036,0.234,0.086,0.644,Ch4,,0,0,0,1,Ch4,1
13,0.046,0.33,0.072,0.552,Ch4,,0,0,0,1,Ch4,1
15,0.126,0.14,0.148,0.586,Ch4,,0,0,0,1,Ch4,1
16,0.128,0.19,0.294,0.388,Ch4,,0,0,1,0,Ch3,0
16,0.146,0.206,0.394,0.254,Ch3,,0,0,1,0,Ch3,1
16,0.076,0.17,0.068,0.686,Ch4,,0,0,1,0,Ch3,0
18,0.394,0.17,0.206,0.23,Ch1,,1,0,0,0,Ch1,1
1,0.144,0.168,0.59,0.098,Ch3,,0,0,1,0,Ch3,1
2,0.176,0.396,0.356,0.072,Ch2,,0,1,0,0,Ch2,1
3,0.14,0.56,0.178,0.122,Ch2,,0,1,0,0,Ch2,1
4,0.264,0.422,0.23,0.084,Ch2,,1,0,0,0,Ch1,0
5,0.21,0.38,0.238,0.172,Ch2,,1,0,0,0,Ch1,0
5,0.198,0.344,0.256,0.202,Ch2,,1,0,0,0,Ch1,0
5,0.184,0.356,0.284,0.176,Ch2,,1,0,0,0,Ch1,0
6,0.328,0.35,0.226,0.096,Ch2,,0,1,0,0,Ch2,1
7,0.128,0.522,0.188,0.162,Ch2,,0,1,0,0,Ch2,1
8,0.452,0.206,0.222,0.12,Ch1,,1,0,0,0,Ch1,1
10,0.118,0.238,0.158,0.486,Ch4,,0,0,0,1,Ch4,1
11,0.24,0.458,0.14,0.162,Ch2,,0,1,0,0,Ch2,1
12,0.146,0.142,0.542,0.17,Ch3,,0,0,1,0,Ch3,1
13,0.188,0.192,0.504,0.116,Ch3,,0,1,0,0,Ch2,0
15,0.18,0.228,0.454,0.138,Ch3,,0,0,1,0,Ch3,1
17,0.168,0.216,0.512,0.104,Ch3,,0,0,1,0,Ch3,1
18,0.18,0.114,0.596,0.11,Ch3,,0,0,1,0,Ch3,1
19,0.16,0.186,0.488,0.166,Ch3,,0,0,1,0,Ch3,1
1,0.138,0.11,0.388,0.364,Ch3,,0,0,0,1,Ch4,0
2,0.134,0.136,0.458,0.272,Ch3,,0,0,1,0,Ch3,1
3,0.188,0.168,0.236,0.408,Ch4,,0,0,0,1,Ch4,1
3,0.146,0.208,0.28,0.366,Ch4,,0,0,0,1,Ch4,1
3,0.16,0.216,0.284,0.34,Ch4,,0,0,0,1,Ch4,1
3,0.128,0.094,0.348,0.43,Ch4,,0,0,0,1,Ch4,1
4,0.216,0.154,0.176,0.454,Ch4,,0,0,0,1,Ch4,1
5,0.398,0.148,0.188,0.266,Ch1,,1,0,0,0,Ch1,1
9,0.168,0.158,0.146,0.528,Ch4,,0,0,0,1,Ch4,1
9,0.054,0.064,0.27,0.612,Ch4,,0,0,0,1,Ch4,1
10,0.096,0.136,0.58,0.188,Ch3,,0,0,1,0,Ch3,1
11,0.074,0.104,0.15,0.672,Ch4,,0,0,0,1,Ch4,1
11,0.022,0.076,0.21,0.692,Ch4,,0,0,0,1,Ch4,1
13,0.018,0.086,0.07,0.826,Ch4,,0,0,1,0,Ch3,0
14,0.08,0.09,0.094,0.736,Ch4,,0,0,0,1,Ch4,1
15,0.01,0.092,0.056,0.842,Ch4,,0,0,1,0,Ch3,0
16,0.138,0.114,0.192,0.556,Ch4,,0,0,0,1,Ch4,1
17,0.118,0.192,0.222,0.468,Ch4,,0,0,0,1,Ch4,1
19,0.214,0.156,0.368,0.262,Ch3,,0,0,1,0,Ch3,1
19,0.018,0.324,0.082,0.576,Ch4,,0,0,1,0,Ch3,0
1,0.102,0.228,0.42,0.25,Ch3,,0,0,1,0,Ch3,1
7,0.416,0.164,0.114,0.306,Ch1,,1,0,0,0,Ch1,1
9,0.176,0.096,0.41,0.318,Ch3,,0,0,1,0,Ch3,1
15,0.134,0.11,0.116,0.64,Ch4,,0,0,0,1,Ch4,1
18,0.538,0.14,0.13,0.192,Ch1,,1,0,0,0,Ch1,1
19,0.392,0.056,0.034,0.518,Ch4,,0,0,0,1,Ch4,1
3,0.208,0.466,0.128,0.198,Ch2,,0,1,0,0,Ch2,1
5,0.488,0.22,0.154,0.138,Ch1,,1,0,0,0,Ch1,1
6,0.47,0.186,0.214,0.13,Ch1,,1,0,0,0,Ch1,1
6,0.454,0.134,0.218,0.194,Ch1,,1,0,0,0,Ch1,1
9,0.24,0.186,0.388,0.186,Ch3,,0,0,1,0,Ch3,1
9,0.24,0.204,0.406,0.15,Ch3,,0,0,1,0,Ch3,1
10,0.136,0.546,0.186,0.132,Ch2,,0,1,0,0,Ch2,1
12,0.176,0.12,0.2,0.504,Ch4,,0,0,0,1,Ch4,1
13,0.178,0.092,0.428,0.302,Ch3,,1,0,0,0,Ch1,0
15,0.118,0.064,0.568,0.25,Ch3,,0,0,1,0,Ch3,1
16,0.116,0.066,0.542,0.276,Ch3,,0,0,0,1,Ch4,0
18,0.094,0.096,0.172,0.638,Ch4,,0,0,0,1,Ch4,1
1,0.452,0.21,0.198,0.14,Ch1,,1,0,0,0,Ch1,1
2,0.218,0.238,0.356,0.188,Ch3,,0,0,1,0,Ch3,1
2,0.196,0.182,0.446,0.176,Ch3,,0,0,1,0,Ch3,1
3,0.178,0.148,0.178,0.496,Ch4,,0,0,0,1,Ch4,1
4,0.202,0.136,0.418,0.244,Ch3,,1,0,0,0,Ch1,0
5,0.126,0.17,0.582,0.122,Ch3,,0,0,1,0,Ch3,1
8,0.216,0.186,0.448,0.15,Ch3,,0,0,1,0,Ch3,1
8,0.238,0.308,0.334,0.12,Ch3,,0,0,1,0,Ch3,1
9,0.482,0.218,0.164,0.136,Ch1,,1,0,0,0,Ch1,1
9,0.272,0.262,0.358,0.108,Ch3,,1,0,0,0,Ch1,0
10,0.258,0.188,0.434,0.12,Ch3,,0,0,1,0,Ch3,1
10,0.204,0.202,0.46,0.134,Ch3,,0,0,1,0,Ch3,1
11,0.5,0.184,0.192,0.124,Ch1,,1,0,0,0,Ch1,1
11,0.322,0.264,0.306,0.108,Ch1,,1,0,0,0,Ch1,1
13,0.39,0.204,0.21,0.196,Ch1,,1,0,0,0,Ch1,1
16,0.446,0.18,0.234,0.14,Ch1,,1,0,0,0,Ch1,1
18,0.172,0.114,0.592,0.122,Ch3,,0,0,1,0,Ch3,1
19,0.576,0.154,0.152,0.118,Ch1,,1,0,0,0,Ch1,1
1,0.188,0.182,0.446,0.184,Ch3,,0,0,1,0,Ch3,1
3,0.168,0.128,0.192,0.512,Ch4,,0,0,0,1,Ch4,1
4,0.176,0.06,0.246,0.518,Ch4,,1,0,0,0,Ch1,0
5,0.144,0.166,0.244,0.446,Ch4,,0,0,0,1,Ch4,1
5,0.16,0.152,0.236,0.452,Ch4,,0,0,0,1,Ch4,1
6,0.218,0.086,0.256,0.44,Ch4,,1,0,0,0,Ch1,0
7,0.454,0.138,0.15,0.258,Ch1,,1,0,0,0,Ch1,1
8,0.184,0.202,0.338,0.276,Ch3,,0,0,1,0,Ch3,1
8,0.194,0.176,0.346,0.284,Ch3,,0,0,1,0,Ch3,1
11,0.07,0.288,0.312,0.33,Ch4,,0,1,0,0,Ch2,0
12,0.406,0.084,0.194,0.316,Ch1,,1,0,0,0,Ch1,1
12,0.074,0.288,0.316,0.322,Ch4,,1,0,0,0,Ch1,0
13,0.07,0.266,0.34,0.324,Ch3,,0,0,1,0,Ch3,1
14,0.194,0.196,0.392,0.218,Ch3,,0,0,1,0,Ch3,1
15,0.304,0.26,0.188,0.248,Ch1,,0,1,0,0,Ch2,0
15,0.218,0.334,0.182,0.266,Ch2,,0,1,0,0,Ch2,1
15,0.312,0.292,0.1,0.296,Ch1,,0,1,0,0,Ch2,0
16,0.16,0.166,0.446,0.228,Ch3,,0,0,1,0,Ch3,1
16,0.068,0.296,0.248,0.388,Ch4,,0,0,1,0,Ch3,0
17,0.188,0.336,0.162,0.314,Ch2,,0,1,0,0,Ch2,1
17,0.07,0.286,0.23,0.414,Ch4,,0,1,0,0,Ch2,0
18,0.068,0.234,0.212,0.486,Ch4,,1,0,0,0,Ch1,0
1,0.496,0.294,0.094,0.116,Ch1,,1,0,0,0,Ch1,1
2,0.608,0.142,0.124,0.126,Ch1,,1,0,0,0,Ch1,1
4,0.268,0.476,0.11,0.146,Ch2,,0,1,0,0,Ch2,1
7,0.404,0.174,0.176,0.246,Ch1,,1,0,0,0,Ch1,1
7,0.42,0.2,0.156,0.224,Ch1,,1,0,0,0,Ch1,1
7,0.298,0.2,0.29,0.212,Ch1,,1,0,0,0,Ch1,1
8,0.502,0.2,0.174,0.124,Ch1,,1,0,0,0,Ch1,1
8,0.338,0.172,0.266,0.224,Ch1,,1,0,0,0,Ch1,1
9,0.378,0.142,0.22,0.26,Ch1,,1,0,0,0,Ch1,1
10,0.532,0.144,0.128,0.196,Ch1,,1,0,0,0,Ch1,1
11,0.212,0.15,0.102,0.536,Ch4,,0,0,0,1,Ch4,1
12,0.398,0.202,0.16,0.24,Ch1,,1,0,0,0,Ch1,1
13,0.33,0.136,0.216,0.318,Ch1,,0,1,0,0,Ch2,0
14,0.164,0.172,0.088,0.576,Ch4,,0,0,0,1,Ch4,1
15,0.23,0.332,0.186,0.252,Ch2,,0,1,0,0,Ch2,1
15,0.194,0.16,0.308,0.338,Ch4,,0,1,0,0,Ch2,0
16,0.194,0.156,0.534,0.116,Ch3,,0,0,1,0,Ch3,1
17,0.156,0.214,0.406,0.224,Ch3,,1,0,0,0,Ch1,0
18,0.174,0.412,0.162,0.252,Ch2,,0,1,0,0,Ch2,1
2,0.176,0.188,0.482,0.154,Ch3,,0,0,1,0,Ch3,1
7,0.196,0.23,0.236,0.338,Ch4,,0,0,0,1,Ch4,1
14,0.452,0.198,0.108,0.242,Ch1,,1,0,0,0,Ch1,1
15,0.43,0.29,0.082,0.198,Ch1,,1,0,0,0,Ch1,1
16,0.226,0.434,0.204,0.136,Ch2,,0,1,0,0,Ch2,1
18,0.396,0.17,0.284,0.15,Ch1,,1,0,0,0,Ch1,1
19,0.114,0.216,0.404,0.266,Ch3,,0,0,1,0,Ch3,1
1,0.072,0.162,0.184,0.582,Ch4,,0,0,0,1,Ch4,1
4,0.114,0.19,0.414,0.282,Ch3,,0,0,1,0,Ch3,1
7,0.144,0.174,0.15,0.532,Ch4,,0,0,0,1,Ch4,1
7,0.152,0.178,0.118,0.552,Ch4,,0,0,0,1,Ch4,1
7,0.186,0.108,0.028,0.678,Ch4,,0,0,0,1,Ch4,1
9,0.158,0.124,0.142,0.576,Ch4,,0,0,0,1,Ch4,1
11,0.124,0.118,0.078,0.68,Ch4,,0,0,0,1,Ch4,1
13,0.02,0.026,0.006,0.948,Ch4,,1,0,0,0,Ch1,0
14,0.138,0.07,0.128,0.664,Ch4,,0,0,0,1,Ch4,1
15,0.082,0.142,0.13,0.646,Ch4,,0,0,0,1,Ch4,1
16,0.014,0.022,0.116,0.848,Ch4,,0,0,1,0,Ch3,0
18,0.11,0.152,0.214,0.524,Ch4,,0,0,0,1,Ch4,1
18,0.146,0.17,0.162,0.522,Ch4,,0,0,0,1,Ch4,1
19,0.186,0.15,0.138,0.526,Ch4,,0,0,0,1,Ch4,1
19,0.024,0.06,0.158,0.758,Ch4,,0,0,0,1,Ch4,1
